"","English.Word","anger","disgust","fear","joy","negative","positive","sadness","surprise","Spanish.Word"
"10354","refutation",0,0,1,0,0,0,0,0,"refutación"
"10357","regal",0,0,0,0,0,1,0,0,"real"
"10363","regent",0,0,0,0,0,1,0,0,"regente"
"10366","regiment",0,0,1,0,0,0,0,0,"regimiento"
"10374","regress",0,0,0,0,1,0,0,0,"regreso"
"10375","regression",0,0,0,0,1,0,0,0,"regresión"
"10376","regressive",0,0,0,0,1,1,0,0,"regresivo"
"10377","regret",0,0,0,0,1,0,1,0,"lamentar"
"10378","regrettable",0,0,0,0,1,0,1,0,"lamentable"
"10379","regretted",0,0,0,0,1,0,1,0,"arrepentido"
"10380","regretting",0,0,0,0,1,0,1,0,"lamentando"
"10382","regularity",0,0,0,0,0,1,0,0,"regularidad"
"10384","regulate",0,0,0,0,0,1,0,0,"regular"
"10387","regulatory",0,0,1,0,1,0,0,0,"regulador"
"10388","regurgitation",0,1,0,0,0,0,0,0,"regurgitación"
"10389","rehabilitate",0,0,0,0,0,1,0,0,"rehabilitar"
"10390","rehabilitation",0,0,0,0,0,1,0,0,"rehabilitación"
"10393","reimburse",0,0,0,0,0,1,0,0,"reembolsar"
"10394","reimbursement",0,0,0,0,0,1,0,0,"reembolso"
"10395","rein",0,0,0,0,1,0,0,0,"rienda"
"10398","reinforcement",0,0,0,0,0,1,0,0,"reforzamiento"
"10402","reinstate",0,0,0,0,0,1,0,0,"reintegrar"
"10407","reject",1,0,1,0,1,0,1,0,"rechazar"
"10408","rejected",0,0,0,0,1,0,0,0,"rechazado"
"10409","rejection",1,1,1,0,1,0,1,0,"rechazo"
"10410","rejects",1,0,1,0,1,0,1,0,"rechaza"
"10411","rejoice",0,0,0,1,0,1,0,1,"alegrarse"
"10412","rejoicing",0,0,0,1,0,1,0,1,"alegría"
"10414","rejuvenate",0,0,0,0,0,1,0,0,"rejuvenecer"
"10415","rejuvenated",0,0,0,0,0,1,0,0,"rejuvenecido"
"10416","rekindle",0,0,1,1,1,1,0,1,"reavivar"
"10417","relapse",0,0,1,0,1,0,1,0,"recaída"
"10425","relaxation",0,0,0,0,0,1,0,0,"relajación"
"10430","relegation",0,0,0,0,1,0,0,0,"descenso"
"10432","relevant",0,0,0,0,0,1,0,0,"importante"
"10433","reliability",0,0,0,0,0,1,0,0,"fiabilidad"
"10434","reliable",0,0,0,0,0,1,0,0,"de confianza"
"10435","reliance",0,0,0,0,0,1,0,0,"dependencia"
"10437","relics",0,0,0,0,0,0,1,0,"reliquias"
"10438","relief",0,0,0,0,0,1,0,0,"alivio"
"10439","relieving",0,0,0,0,0,1,0,0,"aliviando"
"10442","relinquish",0,0,0,0,1,0,0,0,"renunciar"
"10445","reluctant",0,0,1,0,1,0,0,0,"reacio"
"10448","remains",0,1,1,0,1,1,0,0,"restos"
"10449","remake",0,0,0,0,0,1,0,0,"rehacer"
"10450","remand",1,0,0,0,1,0,0,0,"preventivo"
"10452","remarkable",0,0,0,1,0,1,0,1,"Notable"
"10453","remarkably",0,0,0,0,0,1,0,0,"notablemente"
"10454","remedial",0,0,0,0,1,0,0,0,"remediador"
"10455","remedy",0,0,0,1,0,1,0,0,"recurso"
"10462","remiss",1,1,0,0,1,0,1,0,"descuidado"
"10463","remission",0,0,0,0,0,1,0,0,"remisión"
"10467","remodel",0,0,0,0,0,1,0,0,"remodelar"
"10468","remorse",0,0,0,0,1,0,1,0,"remordimiento"
"10471","removal",0,0,0,0,1,0,0,0,"eliminación"
"10472","remove",1,0,1,0,1,0,1,0,"retirar"
"10474","renaissance",0,0,0,0,0,1,0,0,"Renacimiento"
"10475","rencontre",0,0,0,0,1,0,0,0,"encuentro casual"
"10476","rend",0,0,0,0,1,0,0,0,"desgarrar"
"10477","render",0,0,0,0,0,1,0,0,"prestar"
"10481","renegade",1,0,0,0,1,0,0,0,"renegado"
"10482","renewal",0,0,0,0,0,1,0,0,"renovación"
"10483","renounce",1,0,0,0,1,0,0,0,"renuncia"
"10484","renovate",0,0,0,0,0,1,0,0,"renovar"
"10486","renovation",0,0,0,1,0,1,0,0,"renovación"
"10487","renown",0,0,0,0,0,1,0,0,"renombre"
"10488","renowned",0,0,0,0,0,1,0,0,"renombrado"
"10492","renunciation",0,0,0,0,1,0,0,0,"renuncia"
"10494","reorganize",0,0,0,0,0,1,0,0,"reorganizar"
"10496","reparation",0,0,0,0,0,1,0,0,"reparación"
"10497","repay",1,0,0,1,0,1,0,0,"pagar"
"10504","repellant",0,1,1,0,1,0,0,0,"repelente"
"10505","repellent",1,1,1,0,1,0,0,0,"repelente"
"10506","repelling",0,1,0,0,1,0,0,0,"repeliendo"
"10507","repent",0,0,1,0,0,1,0,0,"arrepentirse"
"10514","replenish",0,0,0,0,0,1,0,0,"reponer"
"10515","replete",0,0,0,0,0,1,0,0,"repleto"
"10520","reporter",0,0,0,0,0,1,0,0,"reportero"
"10521","repose",0,0,0,0,0,1,0,0,"reposo"
"10526","represented",0,0,0,0,0,1,0,0,"representado"
"10528","repress",0,0,0,0,1,0,1,0,"reprimir"
"10530","repression",0,0,1,0,1,0,0,0,"represión"
"10532","reprimand",1,0,0,0,1,0,0,0,"reprimenda"
"10533","reprint",0,0,0,0,1,0,0,0,"reimprimir"
"10534","reprisal",1,0,1,0,1,0,1,0,"represalia"
"10536","reproach",1,1,0,0,1,0,1,0,"reproche"
"10539","reproductive",0,0,0,1,0,1,0,0,"reproductivo"
"10541","republic",0,0,0,0,1,0,0,0,"república"
"10543","repudiation",1,1,0,0,1,0,0,0,"repudio"
"10544","repulsion",0,1,1,0,1,0,0,0,"repulsión"
"10546","reputable",0,0,0,0,0,1,0,0,"acreditado"
"10550","requiem",0,0,0,0,0,0,1,0,"réquiem"
"10555","rescind",0,0,0,0,1,0,0,0,"rescindir"
"10556","rescission",0,0,0,0,1,0,0,0,"rescisión"
"10557","rescue",0,0,0,1,0,1,0,1,"rescate"
"10559","resection",0,0,1,0,0,0,0,0,"resección"
"10563","resent",1,0,0,0,1,0,0,0,"resentirse de"
"10564","resentful",1,0,0,0,1,0,0,0,"resentido"
"10565","resentment",1,1,0,0,1,0,1,0,"resentimiento"
"10567","reserve",0,0,0,0,0,1,0,0,"reserva"
"10574","resident",0,0,0,0,0,1,0,0,"residente"
"10577","resign",1,1,1,0,1,0,1,0,"renunciar"
"10578","resignation",0,0,0,0,1,0,1,1,"resignación"
"10579","resigned",0,0,0,0,1,0,1,0,"renunciar"
"10581","resilient",0,0,0,0,0,1,0,0,"resiliente"
"10583","resist",0,0,0,0,1,0,0,0,"resistir"
"10584","resistance",1,0,0,0,1,0,0,0,"resistencia"
"10585","resistant",0,0,1,0,1,0,0,0,"resistente"
"10586","resisting",1,0,1,0,1,0,1,0,"resistiendo"
"10587","resistive",0,0,0,0,0,1,0,0,"resistador"
"10589","resolutely",0,0,0,0,0,1,0,0,"resueltamente"
"10599","resources",0,0,0,1,0,1,0,0,"recursos"
"10600","respect",0,0,0,1,0,1,0,0,"respeto"
"10601","respectability",0,0,0,0,0,1,0,0,"respetabilidad"
"10602","respectable",0,0,0,0,0,1,0,0,"respetable"
"10604","respectful",0,0,0,0,0,1,0,0,"respetuoso"
"10605","respecting",0,0,0,0,0,1,0,0,"respecto a"
"10607","respects",0,0,0,0,0,1,0,0,"saludos"
"10610","respite",0,0,0,1,0,1,0,0,"respiro"
"10611","resplendent",0,0,0,1,0,1,0,0,"resplandeciente"
"10616","responsible",0,0,0,0,0,1,0,0,"responsable"
"10617","responsive",0,0,0,0,0,1,0,0,"sensible"
"10618","rest",0,0,0,0,0,1,0,0,"descansar"
"10620","restful",0,0,0,0,0,1,0,0,"sosegado"
"10621","restitution",1,0,0,0,0,1,0,0,"restitución"
"10624","restorative",0,0,0,1,0,1,0,0,"restaurativo"
"10626","restoring",0,0,0,0,0,1,0,0,"restaurando"
"10627","restrain",1,0,1,0,1,0,0,0,"contener"
"10628","restrained",0,0,1,0,0,0,0,0,"contenido"
"10629","restraint",0,0,0,0,0,1,0,0,"restricción"
"10630","restrict",0,0,0,0,1,0,1,0,"restringir"
"10632","restriction",1,0,1,0,1,0,1,0,"restricción"
"10633","restrictive",0,0,0,0,1,0,0,0,"restrictivo"
"10636","resumption",0,0,0,0,0,1,0,0,"reanudación"
"10644","retaliate",1,0,0,0,1,0,0,0,"tomar represalias"
"10645","retaliation",1,0,1,0,1,0,0,0,"represalias"
"10646","retaliatory",1,0,0,0,1,0,0,0,"vengativo"
"10647","retard",0,1,1,0,1,0,1,0,"retardar"
"10648","retardation",0,0,0,0,1,0,0,0,"retraso"
"10649","retention",0,0,0,0,0,1,0,0,"retencion"
"10651","reticent",0,0,1,0,1,0,0,0,"reticente"
"10654","retirement",0,0,1,1,1,1,1,0,"Jubilación"
"10657","retort",0,0,0,0,1,0,0,0,"retorta"
"10659","retract",1,0,0,0,1,0,0,0,"retraer"
"10660","retraction",0,0,0,0,1,0,0,0,"retracción"
"10661","retrenchment",0,0,1,0,1,0,0,0,"reducción"
"10662","retribution",1,0,1,0,1,0,1,0,"venganza"
"10667","retrograde",0,0,0,0,1,0,0,0,"retrógrado"
"10672","reunion",0,0,0,0,0,1,0,0,"reunión"
"10674","revel",0,0,0,1,0,1,0,0,"jaranear"
"10676","revels",0,0,0,1,0,1,0,0,"fiestas"
"10677","revenge",1,0,1,0,1,0,0,1,"venganza"
"10680","revere",0,0,0,1,0,1,0,0,"reverenciar"
"10681","reverence",0,0,0,1,0,1,0,0,"reverencia"
"10682","reverend",0,0,0,1,0,1,0,0,"reverendo"
"10684","reverie",0,0,0,1,0,1,0,0,"ensueño"
"10685","reversal",1,1,0,0,1,0,0,1,"inversión"
"10692","revise",0,0,0,0,0,1,0,0,"revisar"
"10695","revival",0,0,0,1,0,1,0,0,"renacimiento"
"10696","revive",0,0,0,0,1,1,0,0,"reanimar"
"10697","revocation",0,0,0,0,1,0,0,0,"revocación"
"10698","revoke",1,1,1,0,1,0,1,0,"revocar"
"10699","revolt",1,0,0,0,1,0,0,1,"revuelta"
"10700","revolting",1,1,1,0,1,0,0,0,"repugnante"
"10701","revolution",1,0,1,0,1,1,1,1,"revolución"
"10702","revolutionary",0,0,0,0,0,1,0,0,"revolucionario"
"10705","revolver",1,0,1,0,1,0,1,0,"revólver"
"10706","revulsion",1,1,1,0,1,0,0,0,"repugnancia"
"10707","reward",0,0,0,1,0,1,0,1,"premio"
"10710","rheumatism",1,0,1,0,1,0,1,0,"reumatismo"
"10713","rhythm",0,0,0,0,0,1,0,0,"ritmo"
"10714","rhythmical",0,0,0,1,0,1,0,1,"rítmico"
"10717","ribbon",1,0,0,1,0,1,0,0,"cinta"
"10720","richness",0,0,0,0,0,1,0,0,"riqueza"
"10722","rickety",0,0,0,0,1,0,0,0,"raquítico"
"10725","riddle",0,0,0,0,0,0,0,1,"enigma"
"10726","riddled",0,0,0,0,1,0,0,0,"acribillado"
"10728","rider",0,0,0,0,0,1,0,0,"jinete"
"10730","ridicule",1,1,0,0,1,0,1,0,"ridículo"
"10731","ridiculous",1,1,0,0,1,0,0,0,"ridículo"
"10733","rife",0,0,0,0,1,0,0,0,"abundante"
"10734","rifle",1,0,1,0,1,0,0,0,"rifle"
"10736","rift",0,0,0,0,1,0,0,0,"grieta"
"10739","righteous",0,0,0,0,0,1,0,0,"justo"
"10740","rightful",0,0,0,0,0,1,0,0,"legítimo"
"10741","rightly",0,0,0,0,0,1,0,0,"correctamente"
"10742","rigid",0,0,0,0,1,0,0,0,"rígido"
"10743","rigidity",0,0,0,0,1,0,0,0,"rigidez"
"10744","rigor",0,1,1,0,1,0,0,0,"rigor"
"10745","rigorous",0,0,0,0,1,0,0,0,"riguroso"
"10749","ringer",1,0,0,0,1,0,0,0,"campanero"
"10753","riot",1,0,1,0,1,0,0,0,"disturbio"
"10754","riotous",1,0,1,0,1,0,0,1,"desenfrenado"
"10756","ripe",0,0,0,0,0,1,0,0,"maduro"
"10757","ripen",0,0,0,0,0,1,0,0,"madurar"
"10761","rising",0,0,0,1,0,1,0,0,"creciente"
"10762","risk",0,0,1,0,1,0,0,0,"riesgo"
"10763","risky",0,0,1,0,1,0,0,0,"arriesgado"
"10768","rivalry",1,0,0,0,1,0,0,0,"rivalidad"
"10773","riveting",0,0,0,0,0,1,0,0,"remachado"
"10776","roadster",0,0,0,1,0,1,0,0,"coche de turismo"
"10781","rob",1,1,1,0,1,0,1,0,"robar"
"10782","robber",0,1,1,0,1,0,0,0,"ladrón"
"10783","robbery",1,1,1,0,1,0,1,0,"robo"
"10787","robust",0,0,0,0,0,1,0,0,"robusto"
"10789","rock",0,0,0,0,0,1,0,0,"roca"
"10790","rocket",1,0,0,0,0,0,0,0,"cohete"
"10792","rod",0,0,1,0,0,1,0,0,"varilla"
"10794","rogue",0,1,0,0,1,0,0,0,"pícaro"
"10799","rollicking",0,0,0,1,0,1,0,0,"alegre"
"10801","romance",0,0,1,1,0,1,1,1,"romance"
"10802","romantic",0,0,0,1,0,1,0,0,"romántico"
"10803","romanticism",0,0,0,1,0,1,0,0,"romanticismo"
"10804","romp",0,0,0,1,0,1,0,0,"retozar"
"10806","rook",1,1,0,0,1,0,0,0,"torre"
"10812","rooted",0,0,0,0,0,1,0,0,"arraigado"
"10819","rosy",0,0,0,0,0,1,0,0,"rosado"
"10820","rot",0,1,1,0,1,0,1,0,"putrefacción"
"10821","rota",0,0,0,0,0,1,0,0,"lista"
"10827","rotting",0,1,0,0,1,0,0,0,"podrido"
"10831","roughness",0,0,0,0,1,0,0,0,"aspereza"
"10840","rout",0,0,0,0,1,0,0,0,"derrota"
"10842","routine",0,0,0,0,0,1,0,0,"rutina"
"10845","row",1,0,0,0,1,0,0,0,"fila"
"10846","rowdy",0,0,0,0,1,0,0,0,"ruidoso"
"10848","royalty",0,0,0,0,0,1,0,0,"realeza"
"10853","rubbish",0,1,0,0,1,0,0,0,"basura"
"10854","rubble",0,0,1,0,1,0,1,0,"escombros"
"10855","rubric",0,0,0,0,0,1,0,0,"rúbrica"
"10861","rue",0,0,0,0,1,0,1,0,"ruda"
"10863","ruffle",0,0,0,0,1,0,0,0,"volante fruncido"
"10865","rugged",0,0,0,0,1,0,0,0,"escabroso"
"10866","ruin",0,0,1,0,1,0,1,0,"ruina"
"10867","ruined",1,1,1,0,1,0,1,0,"arruinado"
"10868","ruinous",1,1,1,0,1,0,1,0,"ruinoso"
"10870","rule",0,0,1,0,0,0,0,0,"regla"
"10876","rumor",0,0,0,0,1,0,1,0,"rumor"
"10879","runaway",0,0,0,0,1,0,1,0,"huir"
"10885","rupture",0,0,1,0,1,0,1,1,"ruptura"
"10887","ruse",0,0,0,0,1,0,0,0,"ardid"
"10889","rust",0,0,0,0,1,0,0,0,"óxido"
"10892","rusty",0,0,0,0,1,0,0,0,"oxidado"
"10894","ruth",0,0,0,0,0,1,0,0,"piedad"
"10895","ruthless",1,1,1,0,1,0,0,0,"implacable"
"10897","saber",1,0,1,0,1,0,0,0,"sable"
"10899","sabotage",1,1,1,0,1,0,1,1,"sabotaje"
"10904","sacrifices",0,1,1,0,1,0,1,0,"sacrificios"
"10906","sadly",0,0,0,0,1,0,1,0,"desafortunadamente"
"10907","sadness",0,0,0,0,1,0,1,0,"tristeza"
"10908","safe",0,0,0,1,0,1,0,0,"seguro"
"10909","safeguard",0,0,0,0,0,1,0,0,"salvaguardia"
"10913","sag",0,0,1,0,1,0,0,0,"hundimiento"
"10915","sage",0,0,0,0,0,1,0,0,"sabio"
"10919","saint",0,0,0,1,0,1,0,1,"Smo"
"10920","saintly",0,0,0,1,0,1,0,1,"santo"
"10923","salary",0,0,0,1,0,1,0,0,"salario"
"10926","salient",0,0,0,0,0,1,0,0,"saliente"
"10929","sally",0,0,0,0,0,0,0,1,"salida"
"10931","saloon",1,0,0,0,0,0,0,0,"salón"
"10934","salutary",0,0,0,1,0,1,0,0,"saludable"
"10936","salute",0,0,0,1,0,1,0,0,"saludo"
"10938","salvation",0,0,0,1,0,1,0,0,"salvación"
"10939","salve",0,0,0,0,0,1,0,0,"ungüento"
"10942","samurai",0,0,1,0,0,1,0,0,"samurai"
"10943","sanctification",0,0,0,1,0,1,0,0,"santificación"
"10945","sanctify",0,0,0,1,0,1,1,1,"santificar"
"10949","sanctuary",0,0,0,1,0,1,0,0,"santuario"
"10956","sanguine",0,0,0,0,0,1,0,0,"optimista"
"10957","sanitary",0,0,0,0,0,1,0,0,"sanitario"
"10960","sap",0,0,0,0,1,0,1,0,"savia"
"10963","sarcasm",1,1,0,0,1,0,1,0,"sarcasmo"
"10964","sarcoma",0,0,1,0,1,0,1,0,"sarcoma"
"10965","sardonic",0,0,0,0,1,0,0,0,"sardónico"
"10967","satanic",1,0,0,0,1,0,0,0,"satánico"
"10971","satin",0,0,0,0,0,1,0,0,"satín"
"10975","satisfactorily",0,0,0,0,0,1,0,0,"satisfactoriamente"
"10976","satisfied",0,0,0,1,0,1,0,0,"satisfecho"
"10978","saturated",0,1,0,0,1,0,0,0,"saturado"
"10986","savage",1,0,1,0,1,0,0,0,"salvaje"
"10987","savagery",1,0,1,0,1,0,0,0,"salvajismo"
"10989","save",0,0,0,1,0,1,0,0,"ahorrar"
"10991","savings",0,0,0,0,0,1,0,0,"ahorros"
"10992","savor",0,1,0,1,0,1,1,0,"saborear"
"10993","savory",0,0,0,0,0,1,0,0,"sabroso"
"10994","savvy",0,0,0,0,0,1,0,0,"comprensión"
"10998","scab",0,0,0,0,1,0,0,0,"costra"
"11000","scaffold",0,0,1,0,1,0,0,0,"andamio"
"11006","scalpel",0,0,1,0,1,0,0,0,"bisturí"
"11007","scaly",0,0,0,0,1,0,0,0,"escamoso"
"11009","scandal",0,0,1,0,1,0,0,0,"escándalo"
"11010","scandalous",1,0,0,0,1,0,0,0,"escandaloso"
"11011","scanty",0,0,0,0,1,0,0,0,"escaso"
"11013","scapegoat",1,0,1,0,1,0,0,0,"chivo expiatorio"
"11014","scar",1,1,1,0,1,0,1,0,"cicatriz"
"11016","scarce",0,0,1,0,1,0,1,0,"escaso"
"11017","scarcely",0,0,0,0,1,0,1,0,"apenas"
"11018","scarcity",1,0,1,0,1,0,1,0,"escasez"
"11019","scare",1,0,1,0,1,0,0,1,"susto"
"11020","scarecrow",0,0,1,0,1,1,0,0,"espantapájaros"
"11026","scavenger",0,0,0,0,1,0,0,0,"carroñero"
"11034","scheme",0,0,0,0,1,0,0,0,"esquema"
"11035","schism",1,0,0,0,1,0,0,0,"cisma"
"11036","schizophrenia",1,1,1,0,1,0,1,0,"esquizofrenia"
"11037","scholar",0,0,0,0,0,1,0,0,"erudito"
"11039","scholarship",0,0,0,1,0,1,0,0,"beca"
"11045","sciatica",0,0,0,0,1,0,0,0,"ciática"
"11047","scientific",0,0,0,0,0,1,0,0,"científico"
"11048","scientist",0,0,0,0,0,1,0,0,"científico"
"11049","scintilla",0,0,0,0,0,1,0,0,"chispa"
"11054","scoff",1,1,0,0,1,0,0,0,"burla"
"11055","scold",1,1,1,0,1,0,1,0,"regañar"
"11056","scolding",1,0,0,0,1,0,0,0,"regaño"
"11059","scorching",1,0,0,0,1,0,0,0,"abrasador"
"11060","score",0,0,0,1,0,1,0,1,"puntaje"
"11062","scorn",1,0,0,0,1,0,0,0,"desdén"
"11063","scorpion",1,1,1,0,1,0,0,1,"escorpión"
"11064","scotch",0,0,0,0,1,0,0,0,"escocés"
"11065","scoundrel",1,1,1,0,1,0,0,0,"sinvergüenza"
"11067","scourge",1,0,1,0,1,0,1,0,"azotar"
"11071","scrambling",0,0,0,0,1,0,0,0,"pelea"
"11073","scrapie",1,0,1,0,1,0,1,0,"tembladera"
"11076","scream",1,1,1,0,1,0,0,1,"grito"
"11077","screaming",1,1,1,0,1,0,0,0,"gritando"
"11078","screech",0,0,1,0,1,0,0,1,"chillido"
"11081","screwed",1,0,0,0,1,0,0,0,"atornillado"
"11083","scribe",0,0,0,0,0,1,0,0,"escriba"
"11084","scrimmage",0,0,0,0,1,0,0,1,"pelea"
"11086","script",0,0,0,0,0,1,0,0,"guion"
"11090","scrub",0,1,0,0,1,0,0,0,"maleza"
"11091","scrumptious",0,0,0,0,0,1,0,0,"de chuparse los dedos"
"11093","scrutinize",0,0,0,0,1,0,0,0,"escudriñar"
"11094","scrutiny",0,0,0,0,1,0,0,0,"escrutinio"
"11096","sculpture",0,0,0,0,0,1,0,0,"escultura"
"11098","scum",0,1,0,0,1,0,0,0,"escoria"
"11099","sea",0,0,0,0,0,1,0,0,"mar"
"11101","seal",0,0,0,0,0,1,0,0,"sello"
"11108","sear",0,0,0,0,1,0,0,0,"marchito"
"11114","seasoned",0,0,0,0,0,1,0,0,"sazonado"
"11117","secession",0,0,0,0,1,0,0,0,"secesión"
"11118","secluded",0,0,0,0,1,0,1,0,"aislado"
"11119","seclusion",0,0,1,0,1,1,0,0,"reclusión"
"11121","secondhand",0,0,0,0,1,0,0,0,"segunda mano"
"11122","secrecy",0,0,0,0,0,0,0,1,"secreto"
"11124","secretariat",0,0,0,0,0,1,0,0,"secretaría"
"11126","secrete",0,1,0,0,0,0,0,0,"secretar"
"11127","secretion",0,1,0,0,1,0,0,0,"secreción"
"11128","secretive",0,0,0,0,1,0,0,0,"reservado"
"11131","sectarian",1,0,1,0,1,0,0,0,"sectario"
"11145","sedition",1,0,0,0,1,0,1,0,"sedición"
"11146","seduce",0,0,0,0,1,0,0,0,"seducir"
"11148","seduction",0,0,0,0,1,0,0,0,"seducción"
"11158","segregate",1,1,0,0,1,0,1,0,"segregar"
"11159","segregated",0,0,0,0,1,0,0,0,"aislado"
"11161","seize",0,0,1,0,1,0,0,0,"confiscar"
"11162","seizure",0,0,1,0,0,0,0,0,"embargo"
"11166","selfish",1,1,0,0,1,0,0,0,"egoísta"
"11167","selfishness",0,0,0,0,1,0,0,0,"egoísmo"
"11182","senile",0,0,1,0,1,0,1,0,"senil"
"11184","seniority",0,0,0,0,0,1,0,0,"antigüedad"
"11186","sensational",0,0,0,1,0,1,0,0,"sensacional"
"11187","sense",0,0,0,0,0,1,0,0,"sentido"
"11188","senseless",1,1,1,0,1,0,1,1,"sin sentido"
"11190","sensibility",0,0,0,0,0,1,0,0,"sensibilidad"
"11191","sensibly",0,0,0,0,0,1,0,0,"sesudamente"
"11194","sensual",0,0,0,1,1,1,0,1,"sensual"
"11195","sensuality",0,0,0,1,0,1,0,0,"sensualidad"
"11196","sensuous",0,0,0,1,0,1,0,0,"sensual"
"11197","sentence",1,1,1,0,1,0,1,0,"frase"
"11200","sentimental",0,0,0,0,0,1,0,0,"sentimental"
"11201","sentimentality",0,0,0,0,0,1,0,0,"sentimentalismo"
"11202","sentinel",0,0,0,0,0,1,0,0,"centinela"
"11208","separatist",1,1,0,0,1,0,0,0,"separatista"
"11210","sepsis",0,0,1,0,1,0,1,0,"septicemia"
"11212","septic",0,1,0,0,1,0,0,0,"séptico"
"11218","sequestration",0,0,0,0,1,0,1,0,"secuestro"
"11219","serene",0,0,0,0,1,0,0,0,"sereno"
"11220","serenity",0,0,0,1,0,1,0,0,"serenidad"
"11225","seriousness",0,0,1,0,0,0,1,0,"gravedad"
"11226","sermon",0,0,0,0,0,1,0,0,"sermón"
"11227","serpent",0,1,1,0,1,0,0,0,"serpiente"
"11230","serum",0,0,0,0,0,1,0,0,"suero"
"11231","servant",0,0,0,0,1,0,0,0,"servidor"
"11232","serve",0,0,0,0,1,0,0,0,"atender"
"11235","servile",0,1,1,0,1,0,1,0,"servil"
"11236","servitude",0,0,0,0,1,0,0,0,"servidumbre"
"11241","setback",0,0,0,0,1,0,1,0,"retrasar"
"11247","settlor",0,0,1,0,0,1,0,0,"fideicomitente"
"11250","sever",0,0,0,0,1,0,0,0,"cortar"
"11253","severance",0,0,0,0,0,0,1,0,"ruptura"
"11257","sewage",0,1,0,0,1,0,0,0,"aguas residuales"
"11258","sewer",0,1,0,0,0,0,0,0,"alcantarillado"
"11259","sewerage",0,1,0,0,1,0,0,0,"alcantarillado"
"11260","sex",0,0,0,1,0,1,0,0,"sexo"
"11263","shabby",0,1,0,0,1,0,0,0,"en mal estado"
"11264","shack",0,1,0,0,1,0,1,0,"choza"
"11265","shackle",1,1,1,0,1,0,1,0,"encadenar"
"11271","shady",0,0,1,0,1,0,0,0,"sombreado"
"11277","shaking",0,0,1,0,1,0,0,0,"sacudida"
"11278","shaky",1,0,1,0,1,0,0,0,"tembloroso"
"11279","sham",1,1,0,0,1,0,0,0,"impostor"
"11281","shambles",0,0,0,0,1,0,0,0,"ruinas"
"11282","shame",0,1,1,0,1,0,1,0,"verguenza"
"11283","shameful",0,0,0,0,1,0,1,0,"vergonzoso"
"11284","shameless",0,1,0,0,1,0,0,0,"desvergonzado"
"11285","shanghai",0,1,1,0,1,0,0,0,"llevar a la fuerza"
"11286","shank",0,0,1,0,0,0,0,0,"caña"
"11288","shape",0,0,0,0,0,1,0,0,"forma"
"11289","shapely",0,0,0,0,0,1,0,0,"bien proporcionado"
"11290","share",0,0,0,1,0,1,0,0,"Cuota"
"11292","shark",0,0,0,0,1,0,0,0,"tiburón"
"11293","sharpen",1,0,0,0,0,0,0,0,"afilar"
"11297","shatter",1,0,1,0,1,0,1,1,"romper"
"11298","shattered",0,0,0,0,1,0,1,0,"destrozada"
"11307","shed",0,0,0,0,1,0,0,0,"cobertizo"
"11313","shell",1,0,1,0,1,0,1,1,"caparazón"
"11315","shelter",0,0,0,0,0,1,0,0,"refugio"
"11316","shelved",0,0,0,0,1,0,0,0,"archivado"
"11317","shepherd",0,0,0,0,0,1,0,0,"pastor"
"11326","shine",0,0,0,0,0,1,0,0,"brillar"
"11328","shining",0,0,0,1,0,1,0,0,"brillante"
"11333","shipwreck",0,0,1,0,1,0,1,0,"naufragio"
"11336","shit",1,1,0,0,1,0,0,0,"mierda"
"11337","shiver",1,0,1,0,1,0,1,0,"temblar"
"11340","shock",1,0,1,0,1,0,0,1,"choque"
"11341","shockingly",0,0,0,0,0,0,0,1,"espantosamente"
"11342","shoddy",1,1,0,0,1,0,0,0,"pacotilla"
"11345","shoot",1,0,1,0,1,0,0,0,"disparar"
"11346","shooter",0,0,1,0,0,0,0,0,"tirador"
"11347","shooting",1,0,1,0,1,0,0,0,"tiroteo"
"11350","shoplifting",1,1,0,0,1,0,0,0,"hurto"
"11351","shopping",0,0,0,1,0,1,0,1,"compras"
"11355","shortage",1,0,1,0,1,0,1,0,"escasez"
"11356","shortcoming",0,0,0,0,1,0,0,0,"defecto"
"11363","shot",1,0,1,0,1,0,1,1,"Disparo"
"11365","shoulder",0,0,0,0,0,1,0,0,"hombro"
"11366","shout",1,0,0,0,0,0,0,1,"grito"
"11367","shove",1,0,0,0,1,0,0,0,"empujón"
"11373","showy",0,0,0,0,1,0,0,0,"llamativo"
"11374","shrapnel",0,0,1,0,0,0,0,0,"metralla"
"11376","shrewd",0,0,0,0,0,1,0,0,"perspicaz"
"11377","shriek",1,0,1,0,1,0,1,1,"grito"
"11378","shrill",1,0,1,0,1,0,0,1,"estridente"
"11381","shrink",0,0,1,0,1,0,1,0,"encogerse"
"11383","shroud",0,0,0,0,0,0,1,0,"sudario"
"11387","shrunk",0,0,0,0,1,0,0,0,"encogido"
"11388","shudder",0,0,1,0,1,0,0,0,"estremecimiento"
"11391","shun",1,1,0,0,1,0,1,0,"rehuir"
"11398","sick",0,1,0,0,1,0,1,0,"enfermo"
"11399","sickening",1,1,1,0,1,0,1,0,"nauseabundo"
"11401","sickly",0,1,0,0,1,0,1,0,"enfermizo"
"11402","sickness",0,1,1,0,1,0,1,0,"enfermedad"
"11424","silk",0,0,0,0,0,1,0,0,"seda"
"11429","silly",0,0,0,1,1,0,0,0,"tonto"
"11436","simmer",1,0,0,0,0,0,0,0,"hervir a fuego lento"
